"type","indicator","classification","source","notes","references"
"domain","pxen8.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usxingps.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","wxne1vip.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-20. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usberps.space","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-20. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspikc.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","gagashang.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-03. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usrps.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-04-27. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score. Using Name Server that has a high risk score of hosting malicious indicators per Infoblox NS reputation score. Registered with a highly abused registrar based on the Infoblox registrar reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","royalmailbet.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-04. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","tracepkg.shop","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-07. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","jxen2.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usptf.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-26. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpob.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mxen2.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-21. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ussdfhjps.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ifvai.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspvdp.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-20. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspiue.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usvcked.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplic.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","v3-houtai.shop","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-21. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usptw.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-26. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usnarx.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usnrqmcf.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-30. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspmyt.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","fseiwodx.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-25. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspvqi.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspnji.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usmutc.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mxen1.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-21. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usbageps.com","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mxen6.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-21. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","upises.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-09-26. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspnhr.top","malicious","infoblox","Domain shares resolution IP address with known dedicated IP address for phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mail-repackcz.cyou","malicious","infoblox","Domain found recently associated with known phishing threat.
Recently registered domain sharing infrastructure with a large number of phishing sites.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspge.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is part of a cluster of 13 simultaneously observed, algorithmically generated domains (DGA) with an unknown purpose. The first creation or first seen date of domains in the cluster is 2023-11-01. Registered DGA domains are often used for illegal and malicious activity.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspnm.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-01. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","hotshot.support","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ptt-govmail.cyou","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpnd.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpnr.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","poster.reviews","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpnh.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uszaipsps.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpna.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpnl.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uskesps.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usdmxa.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","hotshot.quest","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","comhelpnw.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspfxs.com","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspfu.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-28. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","nsatz.site","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usphbgj.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is part of a cluster of 16 simultaneously observed, algorithmically generated domains (DGA) with an unknown purpose. The first creation or first seen date of domains in the cluster is 2023-10-16. Registered DGA domains are often used for illegal and malicious activity.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplvfe.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-06. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspkmk.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-14. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us-kcofex.us","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2022-12-20. Using Name Server that has a high risk score of hosting malicious indicators per Infoblox NS reputation score. Registered with a highly abused registrar based on the Infoblox registrar reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","helan111.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-07-10. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usgvs.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-09-25. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspkrds.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-28. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usptdsa.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-14. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspklas.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-28. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","be-postbe.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is a lookalike to post.ch and likely used for phishing. The creation or first seen date is 2023-07-21.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usprsus.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-11-07. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usafg.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-18. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","qafdsgds.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2022-12-09. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score. Using Name Server that has a high risk score of hosting malicious indicators per Infoblox NS reputation score. Registered with a highly abused registrar based on the Infoblox registrar reputation score.
Domains share dedicated IP address with known USPS phishing domains and are part of an RDGA with an unknown purpose.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usggcs.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-23. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","mail-repackcv.xyz","malicious","infoblox","Domain found recently associated with known phishing threat.
Recently registered domain sharing infrastructure with a large number of phishing sites.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usccw.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-18. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","xuangsau.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-08-24. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usptper.vip","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uswps.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-04-27. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score. Using Name Server that has a high risk score of hosting malicious indicators per Infoblox NS reputation score. Registered with a highly abused registrar based on the Infoblox registrar reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspldiw.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-03. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usjodvz.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-15. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ccbbdd.shop","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2022-03-29. Registered with a highly abused registrar based on the Infoblox registrar reputation score. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","pkglook.shop","malicious","infoblox","Domain found recently associated with known phishing threat.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usocvwc.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-16. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspgu.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is part of a cluster of 13 simultaneously observed, algorithmically generated domains (DGA) with an unknown purpose. The first creation or first seen date of domains in the cluster is 2023-11-01. Registered DGA domains are often used for illegal and malicious activity.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspgt.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is part of a cluster of 13 simultaneously observed, algorithmically generated domains (DGA) with an unknown purpose. The first creation or first seen date of domains in the cluster is 2023-11-01. Registered DGA domains are often used for illegal and malicious activity.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspgb.top","malicious","infoblox","Domain found recently associated with known phishing threat.
Domain is part of a cluster of 13 simultaneously observed, algorithmically generated domains (DGA) with an unknown purpose. The first creation or first seen date of domains in the cluster is 2023-11-01. Registered DGA domains are often used for illegal and malicious activity.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us-zippost.com","malicious","infoblox","Domain found recently associated with known phishing threat.
Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-08-10. Registered with a highly abused registrar based on the Infoblox registrar reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
