"type","indicator","classification","references"
"domain","it-ports-it[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","it-poservice[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","it98[.]ru","phishing","https://urlscan.io/result/344fb66d-e9c0-4f3c-8466-f7c18aef075e/
,
https://urlscan.io/result/805ad4b5-1cfe-48c0-b496-8f5e581da39e/
, https://urlscan.io/result/4495bbce-8df3-4cf5-bb2a-3c7bf4002d72/
, https://urlscan.io/result/4cc60531-2d3f-4983-8717-8f59f9c8f6a6/"
"domain","itech-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-any[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-black[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-hilink[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-lite[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-red[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-top[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-ua[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-wite[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","itukraine-2022-wot[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","jasonroyalbamconstruction[.]us","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","jazz4ukraine[.]org","suspicious",""
"domain","jobaidukraine[.]de","unavailable",""
"domain","jobsukraine[.]com","suspicious","https://research.domaintools.com/iris/investigations/923902/search/08798905-dcf0-4f72-83c3-831be57d05be/413919a5-51dc-469b-ab35-34a6989bee45,https://urlscan.io/result/c32f3c5f-fa69-426b-a523-7a2cbaa48ecc/,https://www.virustotal.com/gui/domain/jobsukraine.com/detection"
"domain","joybyu[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","keepcalmandsupportukraine[.]com","suspicious",""
"domain","keepukrainemoving[.]org","unavailable",""
"domain","kf[.]das-d[.]xyz","phishing","https://twitter.com/kemono_lin_ryu/status/1502285854013747207"
"domain","kidneydoctor[.]icu","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","kirarudyks[.]com","suspicious",""
"domain","kolopart[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","koparas[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","kraineglobaltaskforce[.]com","phishing",""
"domain","ktopomozeukraine[.]sk","parked",""
"domain","leathercraftersforukraine[.]com","suspicious",""
"domain","legendpotencyx[.]co","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","legionukraine[.]com","propaganda","https://legionukraine.com/#:~:text=Canada-,Featured%20on,-join%40ukrainianlegion.com"
"domain","lelekafoundation[.]com","phishing","https://urlscan.io/result/e0caf659-3a0a-4272-9cd7-9caf7f5944b4/dom/"
"domain","letsloveukraine[.]com","suspicious",""
"domain","lettersfromukraine[.]org","phishing","https://www.virustotal.com/gui/domain/lettersfromukraine.org/detection"
"domain","lettersukraine[.]com","parked",""
"domain","letterukraine[.]com","parked",""
"domain","letukrainein[.]com","parked",""
"domain","lgbtukrainesupport[.]com","suspicious",""
"domain","liberateukraine[.]com","parked",""
"domain","lifeukraine[.]com[.]ua","suspicious","https://urlscan.io/result/d60b9b49-dba9-4fd4-8ec2-f04aee3afea6/dom/
,
https://crystalblockchain.com/verified-ukraine-donation-programs-list/
"
"domain","liftupukraine[.]org","phishing",""
"domain","lightsensor[.]buzz","phishing","https://urlscan.io/result/cad2d409-6ba8-414e-ab77-a7718473077f/"
"domain","linkspremium[.]ru","malware","https://www.joesandbox.com/analysis/589426/0/html"
"domain","linuxo[.]ru","malware","https://twitter.com/500mk500/status/1497520375932108801"
"domain","liveandletliveukraine[.]com","malware","https://research.domaintools.com/iris/investigations/892054/search/c45448d6-7211-4da9-91a5-8c5f3a71baf7/43f77577-208a-4091-9f0b-a74e795423a7"
"domain","load-ua[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","loadingmecoliy[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","loralis[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","love-ukraine[.]net","suspicious",""
"domain","loveandletliveukraine[.]org","phishing","https://www.virustotal.com/gui/domain/loveandletliveukraine.org"
"domain","loveforukraine[.]org","suspicious",""
"domain","loveukraine[.]org","suspicious",""
"domain","macguureuniversitydistancelearning[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","macosi[.]ru","malware","https://twitter.com/500mk500/status/1497520375932108801"
"domain","madeinukraine[.]info","parked",""
"domain","mail[.]escueladeseguridadmaritima[.]com","malware",""
"domain","mail[.]prayforukraine[.]online","phishing","https://www.blockchain.com/btc/address/bc1qqhp50p9z3r4shyyu6ptuwupcyswla3zlaa69hx"
"domain","mail[.]runforukraine[.]com[.]pl","suspicious","https://www.virustotal.com/gui/ip-address/2.57.138.79/relations"
"domain","mail[.]ukrainewelfaresupport[.]com","suspicious","https://www.blockchain.com/btc/address/bc1qndwp7n3p92l28nexh05pm2kx7830nrz7hzuakj"
"domain","maineforukraine[.]com","parked",""
"domain","makeitwithukraine[.]org","suspicious",""
"domain","manavadhikarprotection[.]com","phishing","https://www.fbi.gov/scams-and-safety/common-scams-and-crimes/nigerian-letter-or-419-fraud"
"domain","manavadhikarprotection[.]org","phishing","https://www.fbi.gov/scams-and-safety/common-scams-and-crimes/nigerian-letter-or-419-fraud"
"domain","manchesterhomesforukraine[.]org","suspicious",""
"domain","manifestub[.]co","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","marcheexpress[.]net","phishing","https://research.domaintools.com/iris/investigations/897334/search/7143ee90-6a45-410a-940d-2841455bf968/d3380e9c-324f-409b-b1a9-1e7aa454b3e3,https://urlscan.io/result/d977b4e5-2d53-4989-9db3-8504fd04d895/,https://www.virustotal.com/gui/url/1ec50a3825ce791ebf31e8014dbca1713c4868cba60218f920c7214983ee4d6d/details"
"domain","maximum-ua-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
